Número do Aluno,Sala,Data,Hora,IP
100443,AA3.26,09/10/2024,17:50:00,192.168.57.26
108909,AA3.26,04/11/2024,08:19:00,192.168.220.105
103109,C2.01,21/05/2025,20:57:00,192.168.31.191
105869,0S01,02/07/2025,16:16:00,192.168.30.190
100993,0S02,21/03/2025,18:34:00,192.168.198.42
100239,AA3.28,25/04/2025,15:57:00,192.168.88.115
103492,Auditório 4,15/04/2025,08:19:00,192.168.153.92
104343,B2.02,23/08/2024,17:50:00,192.168.235.62
102894,0S02,31/03/2025,16:16:00,192.168.120.7
104905,D1.01,27/06/2025,11:14:00,192.168.105.216
100509,Auditório 1,23/06/2025,17:50:00,192.168.190.246
108075,C2.02,11/03/2025,20:57:00,192.168.215.22
107475,D1.02,28/04/2025,08:19:00,192.168.216.236
102102,AA3.26,12/02/2025,10:33:00,192.168.227.88
100712,D1.02,30/10/2024,20:57:00,192.168.134.109
102875,0S02,28/08/2024,15:57:00,192.168.65.233
104344,0S02,07/03/2025,20:57:00,192.168.155.38
106070,D1.01,14/08/2024,19:50:00,192.168.71.154
104332,Auditório 4,15/04/2025,17:50:00,192.168.57.66
109294,B2.02,15/11/2024,19:50:00,192.168.12.3
101604,D1.02,24/02/2025,14:43:00,192.168.101.137
102141,AA3.28,31/03/2025,19:50:00,192.168.57.22
106071,0S02,29/11/2024,10:33:00,192.168.80.59
109959,0S02,19/11/2024,20:57:00,192.168.136.188
107355,C2.02,14/04/2025,09:47:00,192.168.91.78
102608,0S02,28/03/2025,13:57:00,192.168.163.192
102197,D1.02,13/12/2024,09:47:00,192.168.93.248
106143,D1.01,26/09/2024,17:50:00,192.168.175.194
100557,C2.02,09/08/2024,12:55:00,192.168.212.195
105266,Auditório 1,25/07/2024,17:50:00,192.168.231.215
104828,D1.02,19/02/2025,12:55:00,192.168.183.73
103655,B2.01,31/03/2025,13:57:00,192.168.153.14
100241,0S02,20/11/2024,09:47:00,192.168.98.22
103740,D1.02,26/11/2024,11:14:00,192.168.170.104
100503,AA3.28,28/05/2025,14:43:00,192.168.37.55
108376,0S02,18/03/2025,10:33:00,192.168.218.77
102644,D1.02,16/08/2024,19:50:00,192.168.241.125
105391,B2.01,10/07/2024,11:14:00,192.168.204.92
107841,D1.01,20/08/2024,13:57:00,192.168.251.5
105886,D1.01,07/05/2025,19:50:00,192.168.25.232
107865,D1.02,24/02/2025,14:43:00,192.168.238.128
101902,AA3.28,01/07/2025,19:50:00,192.168.10.196
104255,B2.01,27/11/2024,17:50:00,192.168.151.120
107714,0S01,06/09/2024,10:33:00,192.168.248.179
109676,C2.02,11/11/2024,13:57:00,192.168.115.47
103941,B2.02,14/11/2024,08:19:00,192.168.199.211
102677,C2.01,18/03/2025,08:19:00,192.168.75.254
102997,AA3.28,30/09/2024,16:16:00,192.168.86.141
107558,Auditório 4,06/06/2025,16:16:00,192.168.147.241
101767,D1.01,26/06/2025,20:57:00,192.168.43.166
108542,C2.02,06/06/2025,20:57:00,192.168.97.101
102106,Auditório 4,06/02/2025,18:34:00,192.168.3.120
106959,AA3.26,16/06/2025,13:57:00,192.168.26.204
107841,0S02,11/11/2024,14:43:00,192.168.251.5
104715,Auditório 1,28/02/2025,11:14:00,192.168.123.193
101906,B2.02,03/09/2024,08:19:00,192.168.151.252
102963,B2.02,11/11/2024,08:19:00,192.168.233.106
100613,0S02,17/07/2024,15:57:00,192.168.226.3
101756,D1.01,07/08/2024,18:34:00,192.168.101.93
103627,C2.01,05/11/2024,15:57:00,192.168.178.213
108376,B2.01,06/08/2024,14:43:00,192.168.218.77
107018,D1.01,05/09/2024,08:19:00,192.168.53.196
104272,C2.01,20/02/2025,08:19:00,192.168.37.177
101002,C2.02,21/05/2025,17:50:00,192.168.137.226
108476,D1.01,17/03/2025,18:34:00,192.168.50.126
107800,AA3.28,26/03/2025,18:34:00,192.168.230.22
104557,B2.02,04/09/2024,16:16:00,192.168.240.232
104177,0S01,13/05/2025,20:57:00,192.168.192.190
100256,B2.01,02/08/2024,19:50:00,192.168.4.211
107212,B2.02,15/04/2025,14:43:00,192.168.134.85
101002,B2.01,24/09/2024,15:57:00,192.168.137.226
103402,D1.01,10/12/2024,18:34:00,192.168.38.158
103049,B2.02,10/02/2025,14:43:00,192.168.223.185
102018,B2.02,21/10/2024,19:50:00,192.168.114.245
103605,B2.01,13/02/2025,10:33:00,192.168.208.53
104074,AA3.26,12/03/2025,15:57:00,192.168.106.156
104797,C2.02,31/07/2024,08:19:00,192.168.48.71
104377,C2.01,24/09/2024,13:57:00,192.168.184.194
105359,C2.02,16/09/2024,16:16:00,192.168.190.212
107212,D1.01,27/05/2025,17:50:00,192.168.134.85
105629,Auditório 1,16/09/2024,18:34:00,192.168.116.237
100656,C2.02,25/07/2024,13:57:00,192.168.229.56
104000,Auditório 1,25/10/2024,08:19:00,192.168.93.109
100545,D1.01,18/10/2024,15:57:00,192.168.12.49
109843,Auditório 1,19/05/2025,16:16:00,192.168.176.116
104154,B2.01,08/10/2024,12:55:00,192.168.224.191
106957,AA3.28,09/06/2025,20:57:00,192.168.167.104
102997,D1.02,15/07/2024,17:50:00,192.168.86.141
109957,AA3.28,03/09/2024,11:14:00,192.168.188.39
107099,0S01,08/05/2025,18:34:00,192.168.20.60
103784,D1.02,04/04/2025,15:57:00,192.168.9.213
109936,B2.02,02/07/2025,19:50:00,192.168.81.7
106492,Auditório 1,12/11/2024,08:19:00,192.168.167.243
104074,0S02,14/10/2024,14:43:00,192.168.106.156
101185,D1.02,27/06/2025,13:57:00,192.168.3.184
101710,Auditório 1,05/09/2024,13:57:00,192.168.75.241
108704,AA3.26,05/05/2025,08:19:00,192.168.34.253
101383,Auditório 4,15/07/2024,13:57:00,192.168.165.191
107088,Auditório 4,04/09/2024,12:55:00,192.168.81.226
107311,B2.01,28/02/2025,09:47:00,192.168.69.81
102818,C2.02,11/06/2025,18:34:00,192.168.168.177
108754,0S01,18/11/2024,17:50:00,192.168.71.251
108251,Auditório 1,24/02/2025,10:33:00,192.168.66.142
100919,D1.02,29/11/2024,11:14:00,192.168.12.172
104007,C2.01,05/03/2025,20:57:00,192.168.243.114
101710,C2.01,21/10/2024,12:55:00,192.168.75.241
106787,Auditório 4,19/02/2025,13:57:00,192.168.85.123
107755,0S02,07/08/2024,13:57:00,192.168.76.166
100272,AA3.26,08/07/2024,09:47:00,192.168.109.21
103605,AA3.28,08/04/2025,08:19:00,192.168.208.53
101380,D1.01,09/12/2024,16:16:00,192.168.110.128
106071,B2.01,19/09/2024,09:47:00,192.168.80.59
104734,0S02,04/09/2024,10:33:00,192.168.71.166
104840,Auditório 1,14/05/2025,18:34:00,192.168.253.75
102385,B2.02,07/05/2025,12:55:00,192.168.168.183
106071,B2.02,05/03/2025,18:34:00,192.168.80.59
109699,Auditório 1,11/02/2025,15:57:00,192.168.125.250
104892,C2.02,16/06/2025,17:50:00,192.168.150.222
100360,0S01,25/11/2024,16:16:00,192.168.132.108
108989,B2.01,08/10/2024,11:14:00,192.168.33.126
106720,B2.02,03/12/2024,10:33:00,192.168.152.144
106364,Auditório 4,08/10/2024,20:57:00,192.168.136.168
105967,0S02,13/05/2025,17:50:00,192.168.152.11
108817,D1.01,05/11/2024,08:19:00,192.168.41.173
108476,0S02,28/10/2024,12:55:00,192.168.50.126
100664,0S02,21/11/2024,20:57:00,192.168.212.254
101890,0S02,19/07/2024,15:57:00,192.168.25.55
107398,B2.02,15/07/2024,09:47:00,192.168.101.77
109603,AA3.26,13/06/2025,11:14:00,192.168.82.91
108084,0S01,01/10/2024,14:43:00,192.168.120.21
106720,Auditório 4,07/10/2024,19:50:00,192.168.152.144
106203,B2.01,14/02/2025,20:57:00,192.168.150.53
106684,0S01,26/05/2025,17:50:00,192.168.72.234
103667,Auditório 4,28/02/2025,16:16:00,192.168.1.78
108569,D1.01,06/08/2024,16:16:00,192.168.165.162
107212,Auditório 4,18/03/2025,15:57:00,192.168.134.85
103522,AA3.26,16/04/2025,15:57:00,192.168.162.146
106364,D1.01,25/03/2025,13:57:00,192.168.136.168
108696,C2.01,24/09/2024,08:19:00,192.168.22.202
100135,B2.01,10/02/2025,10:33:00,192.168.67.175
101911,C2.02,24/09/2024,11:14:00,192.168.197.84
106834,B2.01,06/06/2025,18:34:00,192.168.183.7
106705,0S01,03/04/2025,16:16:00,192.168.149.242
108075,D1.02,04/04/2025,14:43:00,192.168.215.22
104387,AA3.28,13/08/2024,20:57:00,192.168.20.93
108569,0S01,03/07/2024,20:57:00,192.168.165.162
107355,D1.02,21/10/2024,19:50:00,192.168.91.78
103492,AA3.26,15/07/2024,19:50:00,192.168.153.92
102678,B2.01,26/08/2024,13:57:00,192.168.71.239
109294,0S02,08/11/2024,14:43:00,192.168.12.3
109225,D1.01,03/04/2025,19:50:00,192.168.93.188
109401,Auditório 4,17/07/2024,16:16:00,192.168.104.239
102608,0S01,09/08/2024,19:50:00,192.168.163.192
109762,0S01,23/06/2025,08:19:00,192.168.231.3
108939,B2.02,25/02/2025,19:50:00,192.168.168.207
100049,AA3.26,05/09/2024,12:55:00,192.168.60.233
102239,0S02,20/08/2024,09:47:00,192.168.170.62
107751,0S01,20/08/2024,16:16:00,192.168.152.90
104905,C2.01,15/04/2025,11:14:00,192.168.105.216
101132,Auditório 4,25/04/2025,17:50:00,192.168.144.234
108384,D1.02,21/04/2025,12:55:00,192.168.73.90
102239,AA3.28,25/07/2024,09:47:00,192.168.62.49
105051,B2.01,03/10/2024,10:33:00,192.168.134.180
101381,C2.01,25/04/2025,17:50:00,192.168.236.18
102700,AA3.28,10/09/2024,13:57:00,192.168.30.45
106181,D1.02,01/04/2025,20:57:00,192.168.221.231
102601,D1.02,08/04/2025,16:16:00,192.168.63.199
109171,0S02,29/07/2024,16:16:00,192.168.241.178
105975,AA3.28,09/08/2024,18:34:00,192.168.211.41
108345,Auditório 1,24/04/2025,15:57:00,192.168.135.77
103250,B2.02,02/08/2024,09:47:00,192.168.125.136
105629,C2.02,16/05/2025,11:14:00,192.168.116.237
101651,AA3.28,17/02/2025,08:19:00,192.168.200.209
103605,AA3.28,11/04/2025,08:19:00,192.168.208.53
102712,0S01,12/07/2024,15:57:00,192.168.88.88
109699,B2.01,02/12/2024,12:55:00,192.168.125.250
100853,B2.02,14/04/2025,17:50:00,192.168.142.146
109006,AA3.26,24/06/2025,18:34:00,192.168.207.72
102913,D1.01,27/09/2024,18:34:00,192.168.45.120
109466,D1.01,11/12/2024,12:55:00,192.168.132.54
100385,C2.01,10/12/2024,17:50:00,192.168.213.8
107075,B2.02,06/06/2025,16:16:00,192.168.53.82
104874,C2.01,21/02/2025,12:55:00,192.168.157.119
106364,0S01,11/06/2025,15:57:00,192.168.136.168
102106,C2.01,06/09/2024,11:14:00,192.168.3.120
108884,B2.01,21/05/2025,12:55:00,192.168.35.188
102158,0S01,19/03/2025,20:57:00,192.168.206.54
109038,AA3.28,19/05/2025,12:55:00,192.168.244.90
107099,AA3.28,15/11/2024,17:50:00,192.168.20.60
104154,AA3.28,25/11/2024,10:33:00,192.168.224.191
101388,0S02,20/05/2025,16:16:00,192.168.165.63
107664,D1.02,24/03/2025,20:57:00,192.168.85.111
101412,B2.02,28/04/2025,19:50:00,192.168.49.124
109225,0S02,08/05/2025,20:57:00,192.168.93.188
101124,Auditório 1,26/09/2024,19:50:00,192.168.112.101
109957,AA3.28,23/08/2024,13:57:00,192.168.188.39
101800,C2.02,10/12/2024,08:19:00,192.168.31.82
107261,Auditório 4,10/02/2025,10:33:00,192.168.87.59
105008,Auditório 4,09/04/2025,12:55:00,192.168.44.216
107261,Auditório 4,03/06/2025,20:57:00,192.168.87.59
102102,C2.01,27/08/2024,10:33:00,192.168.227.88
102608,Auditório 1,06/05/2025,19:50:00,192.168.163.192
104272,0S01,23/10/2024,15:57:00,192.168.37.177
106364,D1.01,30/10/2024,14:43:00,192.168.136.168
100952,0S02,02/05/2025,19:50:00,192.168.209.243
106462,0S02,31/07/2024,19:50:00,192.168.14.240
101604,C2.02,16/09/2024,19:50:00,192.168.101.137
100828,0S02,06/12/2024,18:34:00,192.168.149.109
109640,Auditório 4,04/02/2025,20:57:00,192.168.245.19
102138,0S01,15/10/2024,13:57:00,192.168.249.179
106492,D1.01,13/09/2024,12:55:00,192.168.167.243
101658,C2.02,20/03/2025,12:55:00,192.168.121.94
103439,C2.01,31/10/2024,16:16:00,192.168.200.212
101832,C2.01,08/10/2024,19:50:00,192.168.144.234
105376,B2.01,16/06/2025,13:57:00,192.168.79.210
109603,D1.01,26/11/2024,10:33:00,192.168.82.91
105890,0S01,28/08/2024,14:43:00,192.168.242.124
102723,D1.02,15/04/2025,19:50:00,192.168.192.144
101015,D1.01,22/11/2024,19:50:00,192.168.28.3
103475,C2.01,25/02/2025,18:34:00,192.168.61.172
100674,0S02,22/04/2025,20:57:00,192.168.116.159
106608,AA3.26,19/11/2024,19:50:00,192.168.54.39
100664,Auditório 4,14/11/2024,17:50:00,192.168.212.254
108407,AA3.26,17/04/2025,19:50:00,192.168.52.48
106957,0S02,19/03/2025,10:33:00,192.168.167.104
104099,C2.01,12/02/2025,20:57:00,192.168.122.70
101195,D1.02,03/04/2025,13:57:00,192.168.85.19
106404,C2.02,23/09/2024,20:57:00,192.168.122.93
100993,C2.01,09/06/2025,19:50:00,192.168.198.42
105515,B2.02,03/09/2024,09:47:00,192.168.33.165
106855,C2.01,17/03/2025,09:47:00,192.168.190.174
106425,Auditório 4,19/08/2024,15:57:00,192.168.87.198
105683,D1.01,06/09/2024,19:50:00,192.168.229.175
104177,C2.01,13/12/2024,11:14:00,192.168.192.190
109225,B2.02,31/10/2024,19:50:00,192.168.93.188
108599,B2.02,08/11/2024,15:57:00,192.168.249.111
102141,D1.01,25/04/2025,14:43:00,192.168.57.22
109401,D1.01,26/07/2024,20:57:00,192.168.104.239
100804,D1.02,15/11/2024,13:57:00,192.168.143.191
106705,C2.01,21/03/2025,19:50:00,192.168.149.242
106093,D1.01,27/08/2024,09:47:00,192.168.160.195
104191,0S02,01/08/2024,15:57:00,192.168.102.245
100993,C2.02,16/04/2025,16:16:00,192.168.198.42
102239,Auditório 4,18/10/2024,12:55:00,192.168.62.49
102016,B2.01,08/10/2024,15:57:00,192.168.219.3
106433,AA3.28,17/02/2025,09:47:00,192.168.205.18
107726,C2.01,25/04/2025,09:47:00,192.168.116.196
107150,D1.01,06/12/2024,08:19:00,192.168.100.190
108251,B2.02,24/04/2025,20:57:00,192.168.66.142
104344,D1.02,01/04/2025,12:55:00,192.168.155.38
101707,B2.02,03/03/2025,08:19:00,192.168.199.30
105334,0S01,30/06/2025,18:34:00,192.168.98.42
103492,AA3.26,26/08/2024,11:14:00,192.168.153.92
106514,AA3.28,06/03/2025,15:57:00,192.168.34.233
104715,B2.01,03/07/2024,13:57:00,192.168.123.193
109209,B2.02,09/08/2024,13:57:00,192.168.166.247
107011,AA3.26,17/10/2024,17:50:00,192.168.35.53
105106,B2.01,21/08/2024,15:57:00,192.168.50.190
105008,Auditório 1,13/02/2025,14:43:00,192.168.44.216
109466,0S01,28/02/2025,16:16:00,192.168.132.54
109300,Auditório 1,07/10/2024,09:47:00,192.168.73.201
103805,B2.01,28/03/2025,20:57:00,192.168.216.239
107673,0S01,07/05/2025,11:14:00,192.168.206.118
109477,Auditório 4,20/05/2025,19:50:00,192.168.154.129
107018,B2.01,01/04/2025,13:57:00,192.168.53.196
104870,AA3.26,26/09/2024,08:19:00,192.168.167.124
107150,0S01,03/02/2025,19:50:00,192.168.100.190
104632,C2.02,12/09/2024,17:50:00,192.168.178.130
100271,D1.02,23/08/2024,08:19:00,192.168.170.178
106997,AA3.26,13/09/2024,15:57:00,192.168.195.20
106855,B2.01,16/10/2024,20:57:00,192.168.190.174
108376,C2.01,09/06/2025,15:57:00,192.168.218.77
106608,Auditório 1,02/10/2024,09:47:00,192.168.54.39
108014,0S02,18/04/2025,11:14:00,192.168.1.123
109839,D1.01,19/05/2025,15:57:00,192.168.115.97
103031,0S01,15/05/2025,12:55:00,192.168.67.158
106973,C2.01,13/05/2025,09:47:00,192.168.48.19
102473,B2.02,07/04/2025,17:50:00,192.168.74.168
102913,D1.01,06/09/2024,17:50:00,192.168.45.120
100300,0S02,03/03/2025,14:43:00,192.168.216.167
109699,D1.01,02/12/2024,14:43:00,192.168.125.250
106834,D1.01,29/04/2025,08:19:00,192.168.183.7
107558,B2.02,13/08/2024,19:50:00,192.168.147.241
104000,D1.02,21/03/2025,11:14:00,192.168.93.109
105629,B2.02,29/10/2024,09:47:00,192.168.116.237
100712,Auditório 4,13/08/2024,12:55:00,192.168.134.109
100271,AA3.26,06/06/2025,16:16:00,192.168.170.178
101036,C2.02,02/06/2025,13:57:00,192.168.243.198
100876,D1.02,05/09/2024,19:50:00,192.168.148.165
101283,B2.02,18/04/2025,19:50:00,192.168.174.164
101015,C2.01,12/07/2024,16:16:00,192.168.28.3
101412,B2.02,30/07/2024,15:57:00,192.168.151.162
105359,Auditório 4,15/05/2025,10:33:00,192.168.190.212
103360,C2.01,28/11/2024,15:57:00,192.168.37.65
109452,Auditório 1,20/05/2025,13:57:00,192.168.25.23
101002,C2.02,22/04/2025,10:33:00,192.168.137.226
102629,Auditório 1,16/10/2024,08:19:00,192.168.41.146
101412,C2.01,27/06/2025,08:19:00,192.168.151.162
104870,C2.02,12/06/2025,12:55:00,192.168.167.124
102141,AA3.28,02/07/2025,09:47:00,192.168.57.22
101556,D1.01,02/12/2024,13:57:00,192.168.115.18
104377,0S02,01/05/2025,09:47:00,192.168.184.194
109295,AA3.26,09/12/2024,17:50:00,192.168.198.69
108190,AA3.28,04/11/2024,08:19:00,192.168.32.183
109209,0S02,26/03/2025,14:43:00,192.168.166.247
106959,B2.01,05/11/2024,17:50:00,192.168.26.204
106855,Auditório 1,03/06/2025,09:47:00,192.168.190.174
108542,C2.02,05/07/2024,13:57:00,192.168.97.101
101890,D1.01,27/05/2025,20:57:00,192.168.25.55
107138,C2.01,21/05/2025,16:16:00,192.168.5.215
105334,C2.01,15/10/2024,16:16:00,192.168.98.42
100385,Auditório 4,20/05/2025,11:14:00,192.168.213.8
102358,C2.02,12/05/2025,13:57:00,192.168.173.141
109300,AA3.26,12/07/2024,15:57:00,192.168.73.201
103784,C2.02,10/02/2025,17:50:00,192.168.7.55
108599,Auditório 4,25/03/2025,15:57:00,192.168.249.111
101082,D1.01,05/03/2025,11:14:00,192.168.19.15
108075,D1.02,05/06/2025,17:50:00,192.168.215.22
100733,D1.02,07/04/2025,19:50:00,192.168.180.137
100557,C2.01,21/10/2024,09:47:00,192.168.212.195
105051,AA3.26,03/10/2024,11:14:00,192.168.134.180
109640,0S02,12/06/2025,15:57:00,192.168.245.19
107650,AA3.26,16/05/2025,10:33:00,192.168.94.14
104974,Auditório 4,13/12/2024,19:50:00,192.168.206.249
108585,C2.02,07/03/2025,15:57:00,192.168.253.251
103585,C2.01,29/07/2024,17:50:00,192.168.249.167
108371,C2.01,20/05/2025,10:33:00,192.168.211.242
102700,C2.01,22/07/2024,20:57:00,192.168.30.45
107931,0S02,05/07/2024,18:34:00,192.168.200.209
105515,D1.01,01/05/2025,15:57:00,192.168.33.165
108754,0S02,22/11/2024,11:14:00,192.168.71.251
103618,Auditório 4,12/02/2025,09:47:00,192.168.112.170
100652,AA3.26,05/12/2024,13:57:00,192.168.165.74
108376,AA3.28,25/06/2025,09:47:00,192.168.218.77
103422,B2.02,10/07/2024,19:50:00,192.168.124.36
104993,AA3.26,16/07/2024,10:33:00,192.168.199.23
106760,0S01,02/05/2025,17:50:00,192.168.187.166
107088,C2.01,03/07/2024,18:34:00,192.168.81.226
103800,AA3.28,11/03/2025,08:19:00,192.168.172.114
102980,B2.02,15/07/2024,08:19:00,192.168.93.90
106070,0S02,04/10/2024,09:47:00,192.168.71.154
107475,AA3.26,30/07/2024,08:19:00,192.168.216.236
103627,0S01,25/11/2024,10:33:00,192.168.178.213
106443,0S02,25/09/2024,19:50:00,192.168.225.237
106364,AA3.28,08/08/2024,09:47:00,192.168.136.168
108084,Auditório 4,29/05/2025,18:34:00,192.168.99.165
104646,AA3.28,04/07/2024,18:34:00,192.168.64.156
101036,AA3.28,26/08/2024,16:16:00,192.168.243.198
102625,B2.01,11/06/2025,09:47:00,192.168.138.162
103959,Auditório 4,28/02/2025,09:47:00,192.168.158.115
102457,C2.02,12/07/2024,19:50:00,192.168.97.43
104797,AA3.28,24/10/2024,11:14:00,192.168.48.71
102385,0S01,25/09/2024,19:50:00,192.168.168.183
101294,D1.02,22/04/2025,08:19:00,192.168.32.84
107755,Auditório 4,26/05/2025,09:47:00,192.168.76.166
103766,B2.02,13/03/2025,11:14:00,192.168.41.80
105266,AA3.28,26/07/2024,18:34:00,192.168.231.215
108174,AA3.26,05/11/2024,16:16:00,192.168.83.213
107475,D1.01,19/03/2025,19:50:00,192.168.216.236
107284,D1.02,25/03/2025,12:55:00,192.168.89.161
106684,AA3.26,09/09/2024,15:57:00,192.168.72.234
103109,Auditório 4,09/08/2024,19:50:00,192.168.31.191
103475,B2.01,19/08/2024,20:57:00,192.168.61.172
108500,Auditório 4,04/07/2024,20:57:00,192.168.178.97
102712,C2.01,15/04/2025,16:16:00,192.168.88.88
100081,Auditório 4,11/06/2025,10:33:00,192.168.60.23
109640,AA3.26,02/05/2025,09:47:00,192.168.245.19
100963,0S01,11/12/2024,09:47:00,192.168.214.101
108014,0S01,19/06/2025,15:57:00,192.168.1.123
105886,B2.02,29/10/2024,08:19:00,192.168.25.232
108596,D1.01,03/06/2025,19:50:00,192.168.55.52
102963,D1.02,07/11/2024,08:19:00,192.168.233.106
108190,Auditório 4,04/12/2024,13:57:00,192.168.32.183
106738,D1.02,05/11/2024,18:34:00,192.168.5.57
109648,D1.02,06/05/2025,17:50:00,192.168.1.30
107800,0S02,06/03/2025,14:43:00,192.168.230.22
100135,Auditório 1,09/08/2024,17:50:00,192.168.67.175
108220,B2.02,19/06/2025,17:50:00,192.168.205.134
101381,Auditório 1,17/06/2025,17:50:00,192.168.236.18
109024,0S02,09/12/2024,10:33:00,192.168.141.20
101163,0S01,06/11/2024,10:33:00,192.168.107.37
108500,D1.02,13/11/2024,10:33:00,192.168.178.97
105067,D1.01,09/08/2024,11:14:00,192.168.92.9
107726,Auditório 4,07/08/2024,09:47:00,192.168.116.196
107398,AA3.28,24/07/2024,17:50:00,192.168.101.77
107390,D1.02,30/09/2024,15:57:00,192.168.168.202
107761,0S02,10/07/2024,15:57:00,192.168.231.32
102997,B2.02,12/07/2024,10:33:00,192.168.86.141
106839,D1.01,18/02/2025,10:33:00,192.168.241.224
108500,D1.01,06/11/2024,13:57:00,192.168.178.97
107664,Auditório 4,02/07/2024,12:55:00,192.168.85.111
105384,0S02,02/08/2024,13:57:00,192.168.197.185
100107,AA3.28,28/03/2025,11:14:00,192.168.157.139
107018,D1.02,19/07/2024,08:19:00,192.168.53.196
103360,D1.02,05/02/2025,20:57:00,192.168.37.65
102997,B2.02,27/02/2025,10:33:00,192.168.86.141
108174,AA3.28,20/06/2025,14:43:00,192.168.83.213
102245,AA3.28,03/03/2025,11:14:00,192.168.141.4
104332,Auditório 4,11/03/2025,20:57:00,192.168.57.66
107751,B2.02,06/09/2024,19:50:00,192.168.152.90
100651,D1.02,28/05/2025,08:19:00,192.168.58.86
104632,D1.02,01/11/2024,20:57:00,192.168.178.130
100503,D1.01,22/08/2024,18:34:00,192.168.37.55
107244,D1.02,16/10/2024,20:57:00,192.168.154.119
101412,B2.01,18/04/2025,08:19:00,192.168.151.162
108750,D1.02,11/03/2025,18:34:00,192.168.66.146
104827,B2.01,09/06/2025,08:19:00,192.168.98.236
101132,0S01,03/03/2025,16:16:00,192.168.144.234
104130,C2.01,27/02/2025,09:47:00,192.168.252.230
104955,C2.02,28/03/2025,17:50:00,192.168.49.87
108503,C2.02,23/08/2024,18:34:00,192.168.179.21
103934,0S02,08/08/2024,11:14:00,192.168.221.104
105427,D1.02,13/02/2025,18:34:00,192.168.136.168
109300,Auditório 1,02/07/2025,13:57:00,192.168.73.201
101015,AA3.26,24/06/2025,15:57:00,192.168.28.3
103723,AA3.28,12/03/2025,14:43:00,192.168.95.152
100712,B2.02,05/08/2024,11:14:00,192.168.134.109
109317,B2.01,18/11/2024,17:50:00,192.168.228.167
107751,0S02,08/07/2024,15:57:00,192.168.152.90
